Num_Stacked_Data,unpen_beta,CV_beta,unpen_gamma,CV_gamma,unpen_pred_RMSE,cv_pred_RMSE,unpen_pred_MAE,cv_pred_MAE,unpen_pred_Spearman,cv_pred_Spearman,unpen_Correct_pred,cv_Correct_pred,unpen_wrong_pred,cv_wrong_pred,unpen_team_size_RMSE,cv_team_size_RMSE,unpen_team_size_MAE,cv_team_size_MAE,unpen_team_size_Spearman,cv_team_size_Spearman,unpen_team_size_correct_pred,cv_team_size_correct_pred,unpen_team_size_wrong_pred,cv_team_size_wrong_pred,unpen_combine_RMSE,cv_combine_RMSE,unpen_combine_MAE,cv_combine_MAE,unpen_combine_Spearman,cv_combine_Spearman,unpen_combine_correct_pred,cv_combine_correct_pred,unpen_combine_incorrect_pred,cv_combine_incorrect_pred,unpen_RMSE_between_alpha,cv_RMSE_between_alpha,unpen_MAE_between_alpha,cv_MAE_between_alpha,unpen_Opt_lik_est,cv_Opt_lik_est
1,1.0,1.0,-30.376097285386827,1.2528727610781343,3.47873484,3.3099618800000004,2.68,2.5625,0.70143512,0.72969392,0.1625,0.1655,0.8375,0.8345,4.259396559999999,4.259396559999999,3.3355,3.3355,0.5570828,0.5570828,0.12325,0.12325,0.87675,0.87675,3.7709987999999997,3.6226952,2.914,2.813,0.6502827999999999,0.6765540000000001,0.14925,0.14825,0.85075,0.85175,149.73789835999997,1.17539136,122.08973719999997,0.9681823200000002,12.52199792,23.708590800000003
2,1.0,1.0,1.2978007084073107,1.4264416092477739,2.48614496,2.45671664,1.9135,1.89,0.84583524,0.8497412400000001,0.20075,0.1965,0.79925,0.8035,3.5747661600000002,3.5747661600000002,2.763,2.763,0.68784708,0.68784708,0.149,0.149,0.851,0.851,2.8569899999999997,2.8228527999999997,2.1895,2.1675,0.7983044,0.8032272,0.18675,0.18475,0.81325,0.81525,10.505355,0.6757878399999999,7.50596716,0.5509538,41.68946055999999,50.52579252
3,1.0,1.0,1.384887144946123,1.4190136834738987,2.12704384,2.1060797200000003,1.619,1.598,0.8871412399999999,0.8895765999999999,0.23275,0.2395,0.76725,0.7605,3.2686943200000003,3.2686943200000003,2.5295,2.5295,0.7377176400000001,0.7377176400000001,0.1485,0.1485,0.8515,0.8515,2.543906,2.5134503999999995,1.9415,1.922,0.8401288,0.8439084,0.21025,0.2065,0.78975,0.7935,3.6967919199999995,0.53661712,2.27254324,0.43549632000000005,70.60425096,78.71989856
4,1.0,1.0,1.4458317731559618,1.453636185944613,1.86250792,1.8493142400000002,1.4135,1.3995,0.9143763199999999,0.91579972,0.2575,0.2655,0.7425,0.7345,2.87922412,2.87922412,2.1995,2.1995,0.79664696,0.79664696,0.187,0.187,0.813,0.813,2.2260476,2.213978,1.684,1.677,0.8787655999999999,0.8800112,0.24325,0.241,0.75675,0.759,1.87530288,0.45802671999999994,1.1333502800000002,0.37312980000000007,96.45515891999999,104.37783524000001
5,1.0,1.0,1.4307126500801917,1.4301610087588408,1.77335028,1.7789472800000004,1.33,1.34,0.92214104,0.9218,0.286,0.27825,0.714,0.72175,2.74159676,2.74159676,2.089,2.089,0.8157175200000001,0.8157175200000001,0.192,0.192,0.808,0.808,2.117064,2.1106675999999998,1.591,1.5895,0.8900484,0.8906436000000001,0.2565,0.25125,0.7435,0.74875,1.0633712400000002,0.44808992000000003,0.6960061200000001,0.35721900000000006,123.63855531999998,131.45063491999997
6,1.0,1.0,1.458108818244127,1.4573584690812786,1.65800128,1.6460332800000002,1.2275,1.2185,0.9315764,0.93242368,0.31075,0.31225,0.68925,0.68775,2.5470301200000005,2.5470301200000005,1.9345,1.9345,0.84010592,0.84010592,0.2085,0.2085,0.7915,0.7915,1.984092,1.9728419999999995,1.4775,1.4695,0.902588,0.9036464000000001,0.27675,0.27975,0.72325,0.72025,0.73075268,0.38731696,0.49906232,0.31038227999999995,149.73637972000003,157.72960132000003
7,1.0,1.0,1.4506113474448021,1.4456642191022084,1.53892744,1.5319766000000001,1.1245,1.118,0.9408826,0.9413062,0.33275,0.33625,0.66725,0.66375,2.4073767200000002,2.4073767200000002,1.8215,1.8215,0.85658844,0.85658844,0.217,0.217,0.783,0.783,1.834098,1.8242456,1.363,1.3535,0.9166464000000001,0.9174224000000002,0.2905,0.29175,0.7095,0.70825,0.62755756,0.36508628,0.43491811999999996,0.29174532,175.91592656,183.92023483999998
8,1.0,1.0,1.4561908520989186,1.4510349226137287,1.48413452,1.4897871599999999,1.094,1.098,0.9456002,0.94509452,0.33125,0.331,0.66875,0.669,2.30598248,2.30598248,1.7415,1.7415,0.8689764,0.8689764,0.229,0.229,0.771,0.771,1.7766056,1.7678832,1.3145,1.306,0.9220836,0.9229404,0.2985,0.30175,0.7015,0.69825,0.47134376,0.34952728,0.35044424,0.27587387999999996,202.63838576,210.5866814
9,1.0,1.0,1.4630429387157158,1.456536254383896,1.4368507199999998,1.43442544,1.044,1.0405,0.9488350400000001,0.9490704799999999,0.34825,0.3495,0.65175,0.6505,2.1831028800000003,2.1831028800000003,1.6675,1.6675,0.88176476,0.88176476,0.22525,0.22525,0.77475,0.77475,1.6858496,1.6858348,1.242,1.2425,0.9295019999999999,0.9295492000000001,0.31975,0.31925,0.68025,0.68075,0.37534056,0.31427175999999996,0.29584472,0.253145,229.85081391999998,237.82390344000004
10,1.0,1.0,1.5098541575118196,1.4999261649686613,1.3489051600000002,1.3470275999999999,0.982,0.979,0.9549407599999999,0.9551172400000001,0.36425,0.36575,0.63575,0.63425,2.141958,2.141958,1.635,1.635,0.8864116799999999,0.8864116799999999,0.22625,0.22625,0.77375,0.77375,1.6275680000000001,1.6218808,1.1925,1.188,0.9343732,0.934914,0.32725,0.328,0.67275,0.672,0.36517136,0.3011644,0.284082,0.24448092,255.92414179999997,263.85229363999997
11,1.0,1.0,1.4834682065469047,1.4757043571050832,1.3387693200000002,1.3385964000000001,0.9725,0.974,0.9549175200000001,0.9549998000000001,0.36875,0.367,0.63125,0.633,2.1172363599999997,2.1172363599999997,1.5855,1.5855,0.8891765999999999,0.8891765999999999,0.248,0.248,0.752,0.752,1.6188908,1.6162504,1.1685,1.1665,0.9348556,0.9351512000000001,0.34225,0.34425,0.65775,0.65575,0.32787252,0.28722428,0.26011056,0.23209448,283.22094044000005,291.02791171999996
12,1.0,1.0,1.4731762731367561,1.4648336530223192,1.28485644,1.28494668,0.9225,0.925,0.95908224,0.95902332,0.386,0.3825,0.614,0.6175,1.97917996,1.97917996,1.464,1.464,0.90372936,0.90372936,0.2755,0.2755,0.7245,0.7245,1.5227747999999999,1.5236284,1.0965,1.098,0.9424464,0.9423764000000001,0.35525,0.35475,0.64475,0.64525,0.3130206,0.27966416,0.24756079999999997,0.22393071999999997,309.82190468,317.77429264
