Num_Stacked_Data,unpen_beta,CV_beta,unpen_gamma,CV_gamma,unpen_pred_RMSE,cv_pred_RMSE,unpen_pred_MAE,cv_pred_MAE,unpen_pred_Spearman,cv_pred_Spearman,unpen_Correct_pred,cv_Correct_pred,unpen_wrong_pred,cv_wrong_pred,unpen_team_size_RMSE,cv_team_size_RMSE,unpen_team_size_MAE,cv_team_size_MAE,unpen_team_size_Spearman,cv_team_size_Spearman,unpen_team_size_correct_pred,cv_team_size_correct_pred,unpen_team_size_wrong_pred,cv_team_size_wrong_pred,unpen_combine_RMSE,cv_combine_RMSE,unpen_combine_MAE,cv_combine_MAE,unpen_combine_Spearman,cv_combine_Spearman,unpen_combine_correct_pred,cv_combine_correct_pred,unpen_combine_incorrect_pred,cv_combine_incorrect_pred,unpen_RMSE_between_alpha,cv_RMSE_between_alpha,unpen_MAE_between_alpha,cv_MAE_between_alpha,unpen_Opt_lik_est,cv_Opt_lik_est
1,1.4555842166885604,0.6158194907643418,1.0,1.0,5.555740040000001,5.55465548,4.4585,4.448,0.25572944000000003,0.25614127999999997,0.08125,0.0865,0.91875,0.9135,5.636970239999999,5.636970239999999,4.5335,4.5335,0.23487056,0.23487056,0.0765,0.0765,0.9235,0.9235,5.610562799999999,5.6197132000000005,4.5035,4.5,0.2415272,0.2392008,0.081,0.08975,0.919,0.91025,3.26828532,1.3432368799999999,2.18153988,1.06200612,117.03081472,124.21783051999999
2,-0.24931950610909104,-0.5173338864558639,1.0,1.0,5.33141508,5.336240159999999,4.2515,4.264,0.31289384,0.31151784,0.08225,0.079,0.91775,0.921,5.50194048,5.50194048,4.405,4.405,0.26929424,0.26929424,0.08325,0.08325,0.91675,0.91675,5.417813600000001,5.416954,4.3285,4.323,0.2904812,0.2907888,0.0815,0.08425,0.9185,0.91575,0.56932168,0.32448272,0.45567228,0.26422123999999997,267.46256504,274.06212203999996
3,-0.44725648089739695,-0.5751607896880055,1.0,1.0,4.97664664,4.980468360000001,3.9705,3.9675,0.39808235999999997,0.39754111999999997,0.0905,0.089,0.9095,0.911,5.12982468,5.12982468,4.1225,4.1225,0.36027064,0.36027064,0.091,0.091,0.909,0.909,5.0510952,5.056209999999999,4.0475,4.0495,0.3796684,0.37872839999999997,0.09075,0.091,0.90925,0.909,0.40052968,0.28116276,0.3231383599999999,0.22951752,406.91328223999994,412.23559259999996
4,-0.5245948847494583,-0.6010701003531818,1.0,1.0,4.78482552,4.7923395200000005,3.7855,3.7885,0.44125919999999996,0.4396708,0.1065,0.113,0.8935,0.887,5.066731879999999,5.066731879999999,4.025,4.025,0.37665883999999994,0.37665883999999994,0.09875,0.09875,0.90125,0.90125,4.9372188,4.9249136,3.92,3.9105,0.40660999999999997,0.4093876,0.1005,0.0995,0.8995,0.9005,0.3317126,0.2652896,0.26874632000000004,0.21749851999999997,547.1414729200001,551.63534972
5,-0.5376007764411632,-0.5934591195556543,1.0,1.0,4.5153975200000005,4.5220004,3.566,3.5685,0.50189416,0.50043556,0.10675,0.108,0.89325,0.892,4.719554959999999,4.719554959999999,3.747,3.747,0.45397627999999995,0.45397627999999995,0.108,0.108,0.892,0.892,4.605754800000001,4.614921600000001,3.6395,3.647,0.48046799999999995,0.47839800000000005,0.10925,0.10625,0.89075,0.89375,0.292863,0.25104584,0.23619128,0.20533176,687.03124624,691.0543456
6,-0.5677757897625515,-0.6073522501955467,1.0,1.0,4.36566368,4.37989964,3.4635,3.475,0.53328208,0.5304589599999999,0.1115,0.11175,0.8885,0.88825,4.5661112,4.5661112,3.632,3.632,0.49125896,0.49125896,0.09725,0.09725,0.90275,0.90275,4.431614,4.434458800000001,3.529,3.5325,0.5194244,0.518978,0.10925,0.10725,0.89075,0.89275,0.26535063999999997,0.2412578,0.21689168,0.19910956,827.3140242400001,830.8056419200001
7,-0.5842920311290418,-0.6154556836355134,1.0,1.0,4.243688239999999,4.24975428,3.324,3.3265,0.55878812,0.55776456,0.1225,0.123,0.8775,0.877,4.51755972,4.51755972,3.566,3.566,0.50097632,0.50097632,0.10425,0.10425,0.89575,0.89575,4.329684799999999,4.3293316,3.408,3.4075,0.541022,0.5410104000000001,0.1135,0.11375,0.8865,0.88625,0.25277727999999994,0.23590224,0.20569980000000002,0.19384463999999998,965.3945597599999,968.6653692
8,-0.5732816426298503,-0.5989502449608521,1.0,1.0,4.08202016,4.08629968,3.197,3.2,0.59329396,0.59247036,0.12375,0.12125,0.87625,0.87875,4.34659732,4.34659732,3.4035,3.4035,0.53811744,0.53811744,0.11725,0.11725,0.88275,0.88275,4.199835200000001,4.2002492,3.2865,3.29,0.5694576,0.5694692,0.1205,0.11825,0.8795,0.88175,0.23918628,0.22888,0.1937654,0.18795124,1107.8762446,1110.92464052
9,-0.5882637276554687,-0.6097600241663049,1.0,1.0,3.9745179599999996,3.97859868,3.091,3.095,0.61445876,0.61371756,0.1275,0.126,0.8725,0.874,4.21981184,4.21981184,3.3345,3.3345,0.5654353200000001,0.5654353200000001,0.10925,0.10925,0.89075,0.89075,4.0492812,4.0509728,3.1665,3.1675,0.6000363999999999,0.5995436,0.12475,0.12475,0.87525,0.87525,0.22843588,0.22269263999999997,0.18510928000000001,0.1816556,1246.5852972,1249.45739396
10,-0.6092921160609771,-0.6274205376562701,1.0,1.0,3.8517801599999997,3.8487309599999997,3.017,3.0135,0.63650616,0.63694136,0.1285,0.12975,0.8715,0.87025,4.11685252,4.11685252,3.2285,3.2285,0.5857530400000001,0.5857530400000001,0.1225,0.1225,0.8775,0.8775,3.9248808,3.9169744,3.064,3.058,0.6228448,0.6245644,0.1365,0.13575,0.8635,0.86425,0.22112527999999998,0.21806667999999998,0.18087704000000002,0.18029276,1382.87267736,1385.62281716
