Num_Stacked_Data,unpen_beta,CV_beta,unpen_gamma,CV_gamma,unpen_pred_RMSE,cv_pred_RMSE,unpen_pred_MAE,cv_pred_MAE,unpen_pred_Spearman,cv_pred_Spearman,unpen_Correct_pred,cv_Correct_pred,unpen_wrong_pred,cv_wrong_pred,unpen_team_size_RMSE,cv_team_size_RMSE,unpen_team_size_MAE,cv_team_size_MAE,unpen_team_size_Spearman,cv_team_size_Spearman,unpen_team_size_correct_pred,cv_team_size_correct_pred,unpen_team_size_wrong_pred,cv_team_size_wrong_pred,unpen_combine_RMSE,cv_combine_RMSE,unpen_combine_MAE,cv_combine_MAE,unpen_combine_Spearman,cv_combine_Spearman,unpen_combine_correct_pred,cv_combine_correct_pred,unpen_combine_incorrect_pred,cv_combine_incorrect_pred,unpen_RMSE_between_alpha,cv_RMSE_between_alpha,unpen_MAE_between_alpha,cv_MAE_between_alpha,unpen_Opt_lik_est,cv_Opt_lik_est
1,1.0,1.0,-5.3857642760251405,1.6117436375790317,2.8105468,3.38136452,2.1455,2.6025,0.80574124,0.71649404,0.18675,0.15675,0.81325,0.84325,2.4313733600000003,2.4313733600000003,1.872,1.872,0.85502344,0.85502344,0.1995,0.1995,0.8005,0.8005,2.5100576,2.6108096,1.9245,2.0005,0.8461400000000001,0.8323655999999999,0.207,0.1995,0.793,0.8005,80.28858491999999,1.12853252,66.68232155999999,0.94679168,13.141499159999999,26.18292656
2,1.0,1.0,0.9839419800834599,1.4253759452598902,2.2598894,2.52815364,1.7015,1.902,0.8735175999999999,0.83916488,0.23425,0.222,0.76575,0.778,1.9574723200000002,1.9574723200000002,1.4825,1.4825,0.9047999200000001,0.9047999200000001,0.25525,0.25525,0.74475,0.74475,1.9639856000000002,2.0234636,1.477,1.518,0.904592,0.898374,0.263,0.2635,0.737,0.7365,9.895912840000001,0.80498056,7.0712492000000005,0.6655703599999999,44.377010320000004,53.361946839999995
3,1.0,1.0,1.1445795174776472,1.361420798797326,1.9866490400000003,2.11686044,1.507,1.61,0.90308224,0.8890469600000002,0.24275,0.22925,0.75725,0.77075,1.67412584,1.67412584,1.256,1.256,0.9298823599999999,0.9298823599999999,0.29625,0.29625,0.70375,0.70375,1.7120344,1.7565588,1.2745,1.3135,0.9274236,0.9234372000000001,0.2975,0.28925,0.7025,0.71075,3.36522988,0.61119432,2.0840132,0.49236352,70.89171176,78.17172716
4,1.0,1.0,1.1781962418270517,1.3305676665512196,1.7706054,1.85622872,1.328,1.3935,0.92280008,0.9147883199999999,0.2805,0.27575,0.7195,0.72425,1.47932864,1.47932864,1.097,1.097,0.94563552,0.94563552,0.33025,0.33025,0.66975,0.66975,1.5311248,1.5480136,1.124,1.141,0.9418736,0.9407060000000002,0.3335,0.327,0.6665,0.673,1.66547404,0.49262511999999997,1.0109009199999999,0.39590559999999997,98.96800644,105.82639028000001
5,1.0,1.0,1.2006198224742515,1.3242289353954337,1.64140256,1.6963270400000001,1.224,1.2655,0.93375316,0.9292233999999999,0.29325,0.28675,0.70675,0.71325,1.3484854800000003,1.3484854800000003,0.9835,0.9835,0.955012,0.955012,0.3595,0.3595,0.6405,0.6405,1.3902568,1.4043644,1.0015,1.014,0.952294,0.9513992,0.3645,0.36125,0.6355,0.63875,1.1706591600000003,0.43486268,0.7280797999999999,0.35001168,124.6740056,131.59312488
6,1.0,1.0,1.1896626650150424,1.285588322025545,1.5907213999999998,1.6332374799999998,1.181,1.21,0.93698848,0.93369404,0.31475,0.313,0.68525,0.687,1.33718848,1.33718848,0.9705,0.9705,0.95594112,0.95594112,0.367,0.367,0.633,0.633,1.37159,1.3833052000000003,0.9855,0.9945,0.9531151999999999,0.9523764000000001,0.37825,0.3735,0.62175,0.6265,0.8974800799999998,0.40928868,0.57750568,0.32708432,151.9253076,158.4800684
7,1.0,1.0,1.202082788937945,1.2850154502909599,1.4810205600000002,1.51369444,1.08,1.1085,0.94557664,0.9431062400000001,0.34475,0.33675,0.65525,0.66325,1.2511299200000001,1.2511299200000001,0.8955,0.8955,0.9610354,0.9610354,0.396,0.396,0.604,0.604,1.2604699999999998,1.2722727999999996,0.8795,0.8905,0.9601396,0.9593659999999999,0.419,0.415,0.581,0.585,0.57822788,0.37797983999999996,0.41514588,0.29915428,179.65641939999998,186.15387736000002
8,1.0,1.0,1.2211317561912096,1.2944310802365464,1.4542346800000001,1.4800591599999997,1.0645,1.0875,0.9477294399999999,0.9460118,0.34475,0.33625,0.65525,0.66375,1.249179,1.249179,0.903,0.903,0.9611647999999999,0.9611647999999999,0.3865,0.3865,0.6135,0.6135,1.2679227999999998,1.2741768,0.904,0.912,0.9597523999999998,0.9594096,0.403,0.396,0.597,0.604,0.50429408,0.37036392,0.36730856,0.28821204,207.06140824000002,213.60985879999998
9,1.0,1.0,1.2177218623563315,1.2842775021232984,1.35751292,1.38350192,0.9855,1.003,0.95399992,0.9521060400000001,0.36425,0.36175,0.63575,0.63825,1.14412124,1.14412124,0.814,0.814,0.96721196,0.96721196,0.419,0.419,0.581,0.581,1.1403452,1.1450528,0.799,0.8025,0.9670255999999999,0.9667188,0.43625,0.436,0.56375,0.564,0.44340184,0.3332582,0.33105744000000004,0.26272915999999996,232.42465512,239.06565039999998
10,1.0,1.0,1.2419280971494682,1.2986103985692976,1.31417768,1.33626712,0.9505,0.969,0.95703516,0.9555176,0.3695,0.36175,0.6305,0.63825,1.1276836399999999,1.1276836399999999,0.7925,0.7925,0.9681292799999999,0.9681292799999999,0.437,0.437,0.563,0.563,1.1310695999999998,1.1357688,0.781,0.785,0.9677876000000001,0.9674816,0.44875,0.44675,0.55125,0.55325,0.36921943999999995,0.31722672,0.28592039999999996,0.25202108,259.90185904000003,266.33280804000003
