Num_Stacked_Data,unpen_beta,CV_beta,unpen_gamma,CV_gamma,unpen_pred_RMSE,cv_pred_RMSE,unpen_pred_MAE,cv_pred_MAE,unpen_pred_Spearman,cv_pred_Spearman,unpen_Correct_pred,cv_Correct_pred,unpen_wrong_pred,cv_wrong_pred,unpen_team_size_RMSE,cv_team_size_RMSE,unpen_team_size_MAE,cv_team_size_MAE,unpen_team_size_Spearman,cv_team_size_Spearman,unpen_team_size_correct_pred,cv_team_size_correct_pred,unpen_team_size_wrong_pred,cv_team_size_wrong_pred,unpen_combine_RMSE,cv_combine_RMSE,unpen_combine_MAE,cv_combine_MAE,unpen_combine_Spearman,cv_combine_Spearman,unpen_combine_correct_pred,cv_combine_correct_pred,unpen_combine_incorrect_pred,cv_combine_incorrect_pred,unpen_RMSE_between_alpha,cv_RMSE_between_alpha,unpen_MAE_between_alpha,cv_MAE_between_alpha,unpen_Opt_lik_est,cv_Opt_lik_est
1,1.0,1.0,-2.351836824564991,1.1515162230142482,5.502874080000001,5.34731472,4.441,4.316,0.26824744,0.30721155999999994,0.07775,0.08475,0.92225,0.91525,5.75067064,5.75067064,4.636,4.636,0.20455307999999997,0.20455307999999997,0.07925,0.07925,0.92075,0.92075,5.652842799999999,5.5297716,4.563,4.4615,0.230116,0.2615556,0.075,0.077,0.925,0.923,30.262274080000005,0.62103972,23.44365884,0.51526908,20.2256132,32.00610836
2,1.0,1.0,1.2009849204934422,1.4173226912215244,4.78445208,4.747423800000001,3.8055,3.7675,0.4409765199999999,0.45011767999999996,0.106,0.09975,0.894,0.90025,5.4168122400000005,5.4168122400000005,4.3555,4.3555,0.28864696,0.28864696,0.08825,0.08825,0.91175,0.91175,5.0668956,5.0201568000000005,4.0635,4.0265,0.3756804,0.3869896,0.1,0.0985,0.9,0.9015,2.4335931600000005,0.31294079999999996,1.4550202399999999,0.25632112,62.36541012,70.10226168
3,1.0,1.0,1.3517213924392688,1.4456600684005423,4.4458344400000005,4.40492712,3.5195,3.4625,0.5167056,0.5254,0.11225,0.11925,0.88775,0.88075,5.116743399999999,5.116743399999999,4.0885,4.0885,0.36641216,0.36641216,0.0885,0.0885,0.9115,0.9115,4.7015996,4.639228,3.7365,3.6825,0.4627188,0.4762140000000001,0.10325,0.1005,0.89675,0.8995,0.78455172,0.26616212,0.5581126,0.21749708,100.06649532,106.92429080000001
4,1.0,1.0,1.4369050389194917,1.4864251267994293,4.14943496,4.122270640000001,3.2385,3.2135,0.57874148,0.58421212,0.13025,0.12975,0.86975,0.87025,4.99963428,4.99963428,3.9905,3.9905,0.3912826,0.3912826,0.098,0.098,0.902,0.902,4.4763112000000005,4.4701704,3.539,3.5355,0.5106115999999999,0.5125304,0.115,0.113,0.885,0.887,0.5769969599999999,0.25264172,0.42412404000000004,0.20496551999999998,135.50097839999998,142.10652403999998
5,1.0,1.0,1.4194122757015544,1.4502621416649113,3.84404096,3.813974,2.993,2.9615,0.63774096,0.6432233999999999,0.133,0.139,0.867,0.861,4.72935728,4.72935728,3.756,3.756,0.45541188,0.45541188,0.10525,0.10525,0.89475,0.89475,4.169092000000001,4.15125,3.264,3.24,0.575634,0.5795452,0.1285,0.132,0.8715,0.868,0.39787659999999997,0.23138016,0.31644479999999997,0.18767024,173.26170616,179.76328616
6,1.0,1.0,1.4695585865349217,1.4903958359252616,3.65090044,3.6354936,2.8305,2.8085,0.67391768,0.6768941599999999,0.13475,0.1425,0.86525,0.8575,4.632113160000001,4.632113160000001,3.686,3.686,0.47976476,0.47976476,0.102,0.102,0.898,0.898,4.030493600000001,3.9949248000000006,3.159,3.143,0.6056728,0.6124116,0.12575,0.1205,0.87425,0.8795,0.35466916000000004,0.22144476,0.282324,0.17936831999999997,208.51768735999997,214.8267942
7,1.0,1.0,1.45566581333946,1.4744085901738317,3.46027612,3.45737968,2.6995,2.694,0.7054118,0.70630548,0.14725,0.1515,0.85275,0.8485,4.45621508,4.45621508,3.5175,3.5175,0.51202388,0.51202388,0.108,0.108,0.892,0.892,3.8411843999999995,3.8148207999999997,2.989,2.9765,0.6375428,0.6423276,0.1385,0.1355,0.8615,0.8645,0.31790968,0.21190568,0.25400895999999995,0.17221224000000002,245.38534307999998,251.52215884
8,1.0,1.0,1.4630790509081402,1.4753012548256494,3.3780494000000005,3.36606664,2.62,2.603,0.7179297200000001,0.72059988,0.15625,0.15425,0.84375,0.84575,4.437700360000001,4.437700360000001,3.529,3.529,0.51970612,0.51970612,0.09525,0.09525,0.90475,0.90475,3.7624784,3.7516476,2.952,2.942,0.6530935999999999,0.6551895999999999,0.13075,0.12875,0.86925,0.87125,0.2951286,0.20551548,0.2369946,0.16639463999999998,282.28335580000004,288.26676679999997
9,1.0,1.0,1.4515866201050571,1.4621851756174502,3.19969608,3.20231612,2.477,2.4785,0.7488234,0.74860004,0.15625,0.15675,0.84375,0.84325,4.18365572,4.18365572,3.2925,3.2925,0.5707291599999998,0.5707291599999998,0.116,0.116,0.884,0.884,3.5516556,3.5386279999999997,2.782,2.7755,0.6907536,0.6930832,0.141,0.14175,0.859,0.85825,0.27541148,0.1957178,0.21928548,0.15842180000000003,318.54212856,324.63373992000004
10,1.0,1.0,1.4664593020366719,1.473064704190653,3.1327425599999996,3.1353419199999997,2.4365,2.4345,0.7589884400000001,0.7583647600000001,0.1545,0.15825,0.8455,0.84175,4.15606404,4.15606404,3.2305,3.2305,0.57932944,0.57932944,0.1295,0.1295,0.8705,0.8705,3.4913632,3.4830216,2.705,2.705,0.7022383999999999,0.7035528,0.1465,0.14675,0.8535,0.85325,0.25340872,0.185718,0.203331,0.15101676,355.29616148,361.29772624
11,1.0,1.0,1.5026357707738665,1.5060637425482588,2.9286371599999996,2.91627536,2.2645,2.2585,0.78861176,0.7903762799999999,0.17425,0.17275,0.82575,0.82725,4.06061908,4.06061908,3.2025,3.2025,0.5965765199999999,0.5965765199999999,0.1175,0.1175,0.8825,0.8825,3.3324496,3.3220140000000002,2.602,2.594,0.7275440000000001,0.7292147999999999,0.1555,0.1565,0.8445,0.8435,0.24196096,0.18041163999999998,0.19520468,0.14614232000000002,388.77572840000005,394.79879536000004
12,1.0,1.0,1.4549723743127023,1.458801693005961,2.9676652399999996,2.9569478799999995,2.2925,2.286,0.7835645600000001,0.7853174000000002,0.17225,0.17075,0.82775,0.82925,4.01962928,4.01962928,3.16,3.16,0.6031179199999999,0.6031179199999999,0.12325,0.12325,0.87675,0.87675,3.3782348,3.3678272000000007,2.6265,2.6165,0.71967,0.7214372000000001,0.15375,0.154,0.84625,0.846,0.23352699999999998,0.179012,0.1872268,0.14557864,428.50484496,434.45548476000005
